INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2009-12-01T00:00:00-00:00,2009-12-01T00:15:00-00:00,2009-11-30,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,25.71783,1,1
2009-12-01T01:00:00-00:00,2009-12-01T01:15:00-00:00,2009-11-30,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,38.32289,1,1
2009-12-01T02:00:00-00:00,2009-12-01T02:15:00-00:00,2009-11-30,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,43.11224,1,1
2009-12-01T03:00:00-00:00,2009-12-01T03:15:00-00:00,2009-11-30,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.97866,1,1
2009-12-01T04:00:00-00:00,2009-12-01T04:15:00-00:00,2009-11-30,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,44.25439,1,1
2009-12-01T05:00:00-00:00,2009-12-01T05:15:00-00:00,2009-11-30,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,48.98679,1,1
2009-12-01T06:00:00-00:00,2009-12-01T06:15:00-00:00,2009-11-30,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,52.07689,1,1
2009-12-01T07:00:00-00:00,2009-12-01T07:15:00-00:00,2009-11-30,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.81753,1,1
2009-12-01T00:15:00-00:00,2009-12-01T00:30:00-00:00,2009-11-30,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.99044,2,1
2009-12-01T01:15:00-00:00,2009-12-01T01:30:00-00:00,2009-11-30,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,46.90172,2,1
2009-12-01T02:15:00-00:00,2009-12-01T02:30:00-00:00,2009-11-30,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,43.81788,2,1
2009-12-01T03:15:00-00:00,2009-12-01T03:30:00-00:00,2009-11-30,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.51017,2,1
