INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2012-11-01T00:00:00-00:00,2012-11-01T00:15:00-00:00,2012-10-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.79244,1,1
2012-11-01T01:00:00-00:00,2012-11-01T01:15:00-00:00,2012-10-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.43041,1,1
2012-11-01T02:00:00-00:00,2012-11-01T02:15:00-00:00,2012-10-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.45524,1,1
2012-11-01T03:00:00-00:00,2012-11-01T03:15:00-00:00,2012-10-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.51826,1,1
2012-11-01T04:00:00-00:00,2012-11-01T04:15:00-00:00,2012-10-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,26.95189,1,1
2012-11-01T05:00:00-00:00,2012-11-01T05:15:00-00:00,2012-10-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,28.70098,1,1
2012-11-01T06:00:00-00:00,2012-11-01T06:15:00-00:00,2012-10-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.01606,1,1
2012-11-01T00:15:00-00:00,2012-11-01T00:30:00-00:00,2012-10-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,27.79784,2,1
2012-11-01T01:15:00-00:00,2012-11-01T01:30:00-00:00,2012-10-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,44.95515,2,1
2012-11-01T02:15:00-00:00,2012-11-01T02:30:00-00:00,2012-10-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.28891,2,1
2012-11-01T03:15:00-00:00,2012-11-01T03:30:00-00:00,2012-10-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,28.18527,2,1
2012-11-01T04:15:00-00:00,2012-11-01T04:30:00-00:00,2012-10-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,26.96008,2,1
2012-11-01T05:15:00-00:00,2012-11-01T05:30:00-00:00,2012-10-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,27.02175,2,1
2012-11-01T06:15:00-00:00,2012-11-01T06:30:00-00:00,2012-10-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,25.45869,2,1
2012-11-01T00:30:00-00:00,2012-11-01T00:45:00-00:00,2012-10-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,27.85801,3,1
2012-11-01T01:30:00-00:00,2012-11-01T01:45:00-00:00,2012-10-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,41.01096,3,1
2012-11-01T02:30:00-00:00,2012-11-01T02:45:00-00:00,2012-10-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.92846,3,1
2012-11-01T03:30:00-00:00,2012-11-01T03:45:00-00:00,2012-10-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,27.50461,3,1
2012-11-01T04:30:00-00:00,2012-11-01T04:45:00-00:00,2012-10-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,24.92186,3,1
2012-11-01T05:30:00-00:00,2012-11-01T05:45:00-00:00,2012-10-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,25.42033,3,1
2012-11-01T06:30:00-00:00,2012-11-01T06:45:00-00:00,2012-10-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,21.94854,3,1
2012-11-01T00:45:00-00:00,2012-11-01T01:00:00-00:00,2012-10-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.95244,4,1
2012-11-01T01:45:00-00:00,2012-11-01T02:00:00-00:00,2012-10-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.18845,4,1
2012-11-01T02:45:00-00:00,2012-11-01T03:00:00-00:00,2012-10-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.93038,4,1
2012-11-01T03:45:00-00:00,2012-11-01T04:00:00-00:00,2012-10-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,26.12467,4,1
