INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2016-02-01T00:00:00-00:00,2016-02-01T00:15:00-00:00,2016-01-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,20.13736,1,1
2016-02-01T01:00:00-00:00,2016-02-01T01:15:00-00:00,2016-01-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,21.95884,1,1
2016-02-01T02:00:00-00:00,2016-02-01T02:15:00-00:00,2016-01-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.58863,1,1
2016-02-01T03:00:00-00:00,2016-02-01T03:15:00-00:00,2016-01-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,47.93109,1,1
2016-02-01T04:00:00-00:00,2016-02-01T04:15:00-00:00,2016-01-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,36.38183,1,1
2016-02-01T05:00:00-00:00,2016-02-01T05:15:00-00:00,2016-01-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,43.90298,1,1
2016-02-01T06:00:00-00:00,2016-02-01T06:15:00-00:00,2016-01-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.45725,1,1
2016-02-01T07:00:00-00:00,2016-02-01T07:15:00-00:00,2016-01-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.42647,1,1
2016-02-01T00:15:00-00:00,2016-02-01T00:30:00-00:00,2016-01-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,22.11872,2,1
2016-02-01T01:15:00-00:00,2016-02-01T01:30:00-00:00,2016-01-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,28.17082,2,1
2016-02-01T02:15:00-00:00,2016-02-01T02:30:00-00:00,2016-01-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,38.0173,2,1
2016-02-01T03:15:00-00:00,2016-02-01T03:30:00-00:00,2016-01-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,36.30003,2,1
