INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2016-09-21T00:00:00-00:00,2016-09-21T00:15:00-00:00,2016-09-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.20153,1,1
2016-09-21T01:00:00-00:00,2016-09-21T01:15:00-00:00,2016-09-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.11806,1,1
2016-09-21T02:00:00-00:00,2016-09-21T02:15:00-00:00,2016-09-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,58.31676,1,1
2016-09-21T03:00:00-00:00,2016-09-21T03:15:00-00:00,2016-09-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,54.42473,1,1
2016-09-21T04:00:00-00:00,2016-09-21T04:15:00-00:00,2016-09-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,49.12017,1,1
2016-09-21T05:00:00-00:00,2016-09-21T05:15:00-00:00,2016-09-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.4897,1,1
2016-09-21T06:00:00-00:00,2016-09-21T06:15:00-00:00,2016-09-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,44.18912,1,1
2016-09-21T00:15:00-00:00,2016-09-21T00:30:00-00:00,2016-09-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.91994,2,1
2016-09-21T01:15:00-00:00,2016-09-21T01:30:00-00:00,2016-09-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.38064,2,1
2016-09-21T02:15:00-00:00,2016-09-21T02:30:00-00:00,2016-09-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,56.62867,2,1
2016-09-21T03:15:00-00:00,2016-09-21T03:30:00-00:00,2016-09-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,49.7855,2,1
2016-09-21T04:15:00-00:00,2016-09-21T04:30:00-00:00,2016-09-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,44.87595,2,1
2016-09-21T05:15:00-00:00,2016-09-21T05:30:00-00:00,2016-09-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,30.97838,2,1
2016-09-21T06:15:00-00:00,2016-09-21T06:30:00-00:00,2016-09-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.26694,2,1
2016-09-21T00:30:00-00:00,2016-09-21T00:45:00-00:00,2016-09-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.16028,3,1
2016-09-21T01:30:00-00:00,2016-09-21T01:45:00-00:00,2016-09-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.87916,3,1
2016-09-21T02:30:00-00:00,2016-09-21T02:45:00-00:00,2016-09-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,59.01708,3,1
2016-09-21T03:30:00-00:00,2016-09-21T03:45:00-00:00,2016-09-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,46.13809,3,1
2016-09-21T04:30:00-00:00,2016-09-21T04:45:00-00:00,2016-09-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.84254,3,1
