INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2014-07-21T00:00:00-00:00,2014-07-21T00:15:00-00:00,2014-07-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.59409,1,1
2014-07-21T01:00:00-00:00,2014-07-21T01:15:00-00:00,2014-07-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.6258,1,1
2014-07-21T02:00:00-00:00,2014-07-21T02:15:00-00:00,2014-07-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,31.92475,1,1
2014-07-21T03:00:00-00:00,2014-07-21T03:15:00-00:00,2014-07-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,22.16739,1,1
2014-07-21T04:00:00-00:00,2014-07-21T04:15:00-00:00,2014-07-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,16.92939,1,1
2014-07-21T05:00:00-00:00,2014-07-21T05:15:00-00:00,2014-07-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,23.55196,1,1
2014-07-21T06:00:00-00:00,2014-07-21T06:15:00-00:00,2014-07-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.5675,1,1
2014-07-21T00:15:00-00:00,2014-07-21T00:30:00-00:00,2014-07-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.1478,2,1
2014-07-21T01:15:00-00:00,2014-07-21T01:30:00-00:00,2014-07-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.81677,2,1
2014-07-21T02:15:00-00:00,2014-07-21T02:30:00-00:00,2014-07-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,27.6399,2,1
2014-07-21T03:15:00-00:00,2014-07-21T03:30:00-00:00,2014-07-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,17.0741,2,1
2014-07-21T04:15:00-00:00,2014-07-21T04:30:00-00:00,2014-07-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,14.38623,2,1
2014-07-21T05:15:00-00:00,2014-07-21T05:30:00-00:00,2014-07-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,23.20953,2,1
2014-07-21T06:15:00-00:00,2014-07-21T06:30:00-00:00,2014-07-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,29.77043,2,1
2014-07-21T00:30:00-00:00,2014-07-21T00:45:00-00:00,2014-07-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.58425,3,1
2014-07-21T01:30:00-00:00,2014-07-21T01:45:00-00:00,2014-07-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,33.00852,3,1
2014-07-21T02:30:00-00:00,2014-07-21T02:45:00-00:00,2014-07-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.54244,3,1
2014-07-21T03:30:00-00:00,2014-07-21T03:45:00-00:00,2014-07-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,21.80532,3,1
2014-07-21T04:30:00-00:00,2014-07-21T04:45:00-00:00,2014-07-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,13.64861,3,1
2014-07-21T05:30:00-00:00,2014-07-21T05:45:00-00:00,2014-07-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,20.82176,3,1
2014-07-21T06:30:00-00:00,2014-07-21T06:45:00-00:00,2014-07-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,25.42178,3,1
2014-07-21T00:45:00-00:00,2014-07-21T01:00:00-00:00,2014-07-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,32.63116,4,1
2014-07-21T01:45:00-00:00,2014-07-21T02:00:00-00:00,2014-07-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,33.03541,4,1
2014-07-21T02:45:00-00:00,2014-07-21T03:00:00-00:00,2014-07-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,33.04421,4,1
2014-07-21T03:45:00-00:00,2014-07-21T04:00:00-00:00,2014-07-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,14.61345,4,1
2014-07-21T04:45:00-00:00,2014-07-21T05:00:00-00:00,2014-07-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,2.64288,4,1
2014-07-21T05:45:00-00:00,2014-07-21T06:00:00-00:00,2014-07-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,14.07223,4,1
2014-07-21T06:45:00-00:00,2014-07-21T07:00:00-00:00,2014-07-20,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,25.25896,4,1
2014-07-21T00:00:00-00:00,2014-07-21T00:15:00-00:00,2014-07-20,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,0,1,2
2014-07-21T01:00:00-00:00,2014-07-21T01:15:00-00:00,2014-07-20,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,0,1,2
2014-07-21T02:00:00-00:00,2014-07-21T02:15:00-00:00,2014-07-20,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,-17.68294,1,2
2014-07-21T03:00:00-00:00,2014-07-21T03:15:00-00:00,2014-07-20,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,-32.19002,1,2
2014-07-21T04:00:00-00:00,2014-07-21T04:15:00-00:00,2014-07-20,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,-28.43021,1,2
2014-07-21T05:00:00-00:00,2014-07-21T05:15:00-00:00,2014-07-20,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,-21.79208,1,2
