INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2011-12-01T00:00:00-00:00,2011-12-01T00:15:00-00:00,2011-11-30,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,23.96544,1,1
2011-12-01T01:00:00-00:00,2011-12-01T01:15:00-00:00,2011-11-30,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.45029,1,1
2011-12-01T02:00:00-00:00,2011-12-01T02:15:00-00:00,2011-11-30,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,47.26984,1,1
2011-12-01T03:00:00-00:00,2011-12-01T03:15:00-00:00,2011-11-30,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,57.10284,1,1
2011-12-01T04:00:00-00:00,2011-12-01T04:15:00-00:00,2011-11-30,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,38.23288,1,1
2011-12-01T05:00:00-00:00,2011-12-01T05:15:00-00:00,2011-11-30,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.47896,1,1
2011-12-01T06:00:00-00:00,2011-12-01T06:15:00-00:00,2011-11-30,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,24.41405,1,1
2011-12-01T07:00:00-00:00,2011-12-01T07:15:00-00:00,2011-11-30,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,23.93025,1,1
2011-12-01T00:15:00-00:00,2011-12-01T00:30:00-00:00,2011-11-30,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,24.54742,2,1
2011-12-01T01:15:00-00:00,2011-12-01T01:30:00-00:00,2011-11-30,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.78459,2,1
2011-12-01T02:15:00-00:00,2011-12-01T02:30:00-00:00,2011-11-30,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,41.36767,2,1
