INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,OPR_INTERVAL,GROUP
2014-01-01T00:00:00-00:00,2014-01-01T00:15:00-00:00,2013-12-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,34.90645,1,1
2014-01-01T01:00:00-00:00,2014-01-01T01:15:00-00:00,2013-12-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.84505,1,1
2014-01-01T02:00:00-00:00,2014-01-01T02:15:00-00:00,2013-12-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.73629,1,1
2014-01-01T03:00:00-00:00,2014-01-01T03:15:00-00:00,2013-12-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,64.86025,1,1
2014-01-01T04:00:00-00:00,2014-01-01T04:15:00-00:00,2013-12-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.08086,1,1
2014-01-01T05:00:00-00:00,2014-01-01T05:15:00-00:00,2013-12-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.30965,1,1
2014-01-01T06:00:00-00:00,2014-01-01T06:15:00-00:00,2013-12-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,41.88633,1,1
2014-01-01T07:00:00-00:00,2014-01-01T07:15:00-00:00,2013-12-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,47.03916,1,1
2014-01-01T00:15:00-00:00,2014-01-01T00:30:00-00:00,2013-12-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.52961,2,1
2014-01-01T01:15:00-00:00,2014-01-01T01:30:00-00:00,2013-12-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,42.65837,2,1
2014-01-01T02:15:00-00:00,2014-01-01T02:30:00-00:00,2013-12-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.70673,2,1
2014-01-01T03:15:00-00:00,2014-01-01T03:30:00-00:00,2013-12-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.02755,2,1
2014-01-01T04:15:00-00:00,2014-01-01T04:30:00-00:00,2013-12-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.78595,2,1
2014-01-01T05:15:00-00:00,2014-01-01T05:30:00-00:00,2013-12-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.71908,2,1
2014-01-01T06:15:00-00:00,2014-01-01T06:30:00-00:00,2013-12-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.12497,2,1
2014-01-01T07:15:00-00:00,2014-01-01T07:30:00-00:00,2013-12-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,41.91713,2,1
2014-01-01T00:30:00-00:00,2014-01-01T00:45:00-00:00,2013-12-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.57203,3,1
2014-01-01T01:30:00-00:00,2014-01-01T01:45:00-00:00,2013-12-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,46.09973,3,1
2014-01-01T02:30:00-00:00,2014-01-01T02:45:00-00:00,2013-12-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,45.22572,3,1
2014-01-01T03:30:00-00:00,2014-01-01T03:45:00-00:00,2013-12-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.25902,3,1
2014-01-01T04:30:00-00:00,2014-01-01T04:45:00-00:00,2013-12-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,37.68394,3,1
2014-01-01T05:30:00-00:00,2014-01-01T05:45:00-00:00,2013-12-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,37.36672,3,1
2014-01-01T06:30:00-00:00,2014-01-01T06:45:00-00:00,2013-12-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.5647,3,1
2014-01-01T07:30:00-00:00,2014-01-01T07:45:00-00:00,2013-12-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.40471,3,1
2014-01-01T00:45:00-00:00,2014-01-01T01:00:00-00:00,2013-12-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,61.027,4,1
2014-01-01T01:45:00-00:00,2014-01-01T02:00:00-00:00,2013-12-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,46.1327,4,1
2014-01-01T02:45:00-00:00,2014-01-01T03:00:00-00:00,2013-12-31,19,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,40.66415,4,1
2014-01-01T03:45:00-00:00,2014-01-01T04:00:00-00:00,2013-12-31,20,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.1104,4,1
2014-01-01T04:45:00-00:00,2014-01-01T05:00:00-00:00,2013-12-31,21,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.17378,4,1
2014-01-01T05:45:00-00:00,2014-01-01T06:00:00-00:00,2013-12-31,22,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,35.0232,4,1
2014-01-01T06:45:00-00:00,2014-01-01T07:00:00-00:00,2013-12-31,23,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.25834,4,1
2014-01-01T07:45:00-00:00,2014-01-01T08:00:00-00:00,2013-12-31,24,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,LMP,LMP_PRC,LAPLMG1_7_B2,ALL,1,39.56812,4,1
2014-01-01T00:00:00-00:00,2014-01-01T00:15:00-00:00,2013-12-31,17,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,0,1,2
2014-01-01T01:00:00-00:00,2014-01-01T01:15:00-00:00,2013-12-31,18,LAPLMG1_7_B2,LAPLMG1_7_B2,LAPLMG1_7_B2,HASP,MCC,LMP_CONG_PRC,LAPLMG1_7_B2,ALL,1,0,1,2
